"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"The Walking Dead S10E02 VOSTFR BluRay 720p HDTV";"68";"8";"928.05MB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead S10E01 VOSTFR HDTV";"127";"25";"457.28MB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead S10E01 VOSTFR BluRay 720p HDTV";"69";"3";"972.07MB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 9 FRENCH HDTV";"264";"69";"6.79GB";"10/11/2019";"Séries";"VF";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 9 VOSTFR HDTV";"23";"10";"5.83GB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 8 FRENCH HDTV";"72";"26";"5.71GB";"10/11/2019";"Séries";"VF";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 8 VOSTFR HDTV";"15";"1";"6.45GB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 7 FRENCH HDTV";"77";"26";"7.08GB";"10/11/2019";"Séries";"VF";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 7 VOSTFR HDTV";"7";"4";"7.83GB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 6 FRENCH HDTV";"63";"18";"5.93GB";"10/11/2019";"Séries";"VF";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 6 VOSTFR HDTV";"4";"3";"7.3GB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 5 FRENCH HDTV";"32";"14";"5.67GB";"10/11/2019";"Séries";"VF";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 5 VOSTFR HDTV";"0";"3";"5.66GB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 4 FRENCH HDTV";"52";"21";"7.19GB";"10/11/2019";"Séries";"VF";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 4 VOSTFR HDTV";"3";"1";"5.45GB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 3 FRENCH HDTV";"56";"20";"5.76GB";"10/11/2019";"Séries";"VF";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 3 VOSTFR HDTV";"0";"5";"5.68GB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 2 FRENCH HDTV";"0";"0";"3.56GB";"10/11/2019";"Séries";"VF";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 2 VOSTFR HDTV";"6";"2";"4.63GB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 1 FRENCH HDTV";"58";"17";"2.23GB";"10/11/2019";"Séries";"VF";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"The Walking Dead Saison 1 VOSTFR HDTV";"9";"6";"2.24GB";"10/11/2019";"Séries";"VOSTFR";"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis."
"See S01E04 FRENCH HDTV";"948";"33";"464.44MB";"10/11/2019";"Séries";"VF";"Dans un futur lointain, alors que la race humaine a perdu le sens de la vue, la société a dû trouver d'autres façons d'intéragir, de chasser, de construire et tout simplement de survivre. Cet équilibre est bousculé le jour où des jumeaux naissent avec la capacité de voir. Baba Voss, le patriarche, doit alors protéger son clan contre une reine puissante qui veut les détruire, persuadée qu'il s'agit de sorcellerie."
"See S01E03 FRENCH HDTV";"846";"21";"437.67MB";"10/11/2019";"Séries";"VF";"Dans un futur lointain, alors que la race humaine a perdu le sens de la vue, la société a dû trouver d'autres façons d'intéragir, de chasser, de construire et tout simplement de survivre. Cet équilibre est bousculé le jour où des jumeaux naissent avec la capacité de voir. Baba Voss, le patriarche, doit alors protéger son clan contre une reine puissante qui veut les détruire, persuadée qu'il s'agit de sorcellerie."
"See S01E02 FRENCH HDTV";"868";"31";"538.1MB";"10/11/2019";"Séries";"VF";"Dans un futur lointain, alors que la race humaine a perdu le sens de la vue, la société a dû trouver d'autres façons d'intéragir, de chasser, de construire et tout simplement de survivre. Cet équilibre est bousculé le jour où des jumeaux naissent avec la capacité de voir. Baba Voss, le patriarche, doit alors protéger son clan contre une reine puissante qui veut les détruire, persuadée qu'il s'agit de sorcellerie."
"See S01E01 FRENCH HDTV";"988";"25";"498.21MB";"10/11/2019";"Séries";"VF";"Dans un futur lointain, alors que la race humaine a perdu le sens de la vue, la société a dû trouver d'autres façons d'intéragir, de chasser, de construire et tout simplement de survivre. Cet équilibre est bousculé le jour où des jumeaux naissent avec la capacité de voir. Baba Voss, le patriarche, doit alors protéger son clan contre une reine puissante qui veut les détruire, persuadée qu'il s'agit de sorcellerie."
"Game of Thrones Saison 8 FRENCH HDTV";"76";"14";"3.26GB";"10/11/2019";"Séries";"VF";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 8 VOSTFR HDTV";"30";"3";"3.27GB";"10/11/2019";"Séries";"VOSTFR";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 7 FRENCH HDTV";"126";"31";"3.91GB";"10/11/2019";"Séries";"VF";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 7 VOSTFR HDTV";"21";"4";"3.91GB";"10/11/2019";"Séries";"VOSTFR";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 6 FRENCH HDTV";"136";"37";"5.35GB";"10/11/2019";"Séries";"VF";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 6 VOSTFR HDTV";"17";"3";"5.43GB";"10/11/2019";"Séries";"VOSTFR";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 5 FRENCH HDTV";"132";"52";"5.08GB";"10/11/2019";"Séries";"VF";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 5 VOSTFR HDTV";"11";"3";"5GB";"10/11/2019";"Séries";"VOSTFR";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 4 FRENCH HDTV";"100";"58";"4.51GB";"10/11/2019";"Séries";"VF";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 4 VOSTFR HDTV";"19";"5";"5.9GB";"10/11/2019";"Séries";"VOSTFR";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 3 FRENCH HDTV";"83";"57";"5.38GB";"10/11/2019";"Séries";"VF";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 3 VOSTFR HDTV";"17";"8";"5.38GB";"10/11/2019";"Séries";"VOSTFR";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 2 FRENCH HDTV";"65";"32";"5.3GB";"10/11/2019";"Séries";"VF";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 2 VOSTFR HDTV";"13";"11";"5.29GB";"10/11/2019";"Séries";"VOSTFR";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 1 FRENCH HDTV";"143";"43";"5.33GB";"10/11/2019";"Séries";"VF";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Game of Thrones Saison 1 VOSTFR HDTV";"35";"10";"4.15GB";"10/11/2019";"Séries";"VOSTFR";"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu."
"Chicago PD S07E06 VOSTFR HDTV";"53";"7";"356.06MB";"10/11/2019";"Séries";"VOSTFR";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Chicago PD S07E05 VOSTFR HDTV";"25";"2";"356.09MB";"10/11/2019";"Séries";"VOSTFR";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Chicago PD S07E04 VOSTFR HDTV";"37";"2";"324.64MB";"10/11/2019";"Séries";"VOSTFR";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Chicago PD S07E03 VOSTFR HDTV";"32";"3";"356.03MB";"10/11/2019";"Séries";"VOSTFR";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Chicago PD S07E02 VOSTFR HDTV";"33";"1";"351.18MB";"10/11/2019";"Séries";"VOSTFR";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Chicago PD S07E01 VOSTFR HDTV";"41";"3";"360.61MB";"10/11/2019";"Séries";"VOSTFR";NA
"Chicago PD Saison 6 FRENCH HDTV";"77";"33";"7.53GB";"10/11/2019";"Séries";"VF";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Chicago PD Saison 5 FRENCH HDTV";"9";"27";"7.53GB";"10/11/2019";"Séries";"VF";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Chicago PD Saison 4 FRENCH HDTV";"9";"28";"7.88GB";"10/11/2019";"Séries";"VF";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Chicago PD Saison 3 FRENCH HDTV";"7";"19";"7.04GB";"10/11/2019";"Séries";"VF";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Chicago PD Saison 2 FRENCH HDTV";"12";"20";"7.87GB";"10/11/2019";"Séries";"VF";"Le quotidien mouvementé du personnel d'un des plus importants hôpitaux de Chicago. Leur mission : sauver des vies, en se confrontant aux cas médicaux les plus critiques. Seuls leur courage et leur compassion leur permet au quotidien de faire face aux challenges parfois insurmontables de la médecine, ainsi qu'aux dilemmes éthiques propres à leur noble discipline."
"Chicago PD Saison 1 FRENCH HDTV";"9";"6";"5.14GB";"10/11/2019";"Séries";"VF";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Charmed (2018) S02E05 VOSTFR HDTV";"85";"0";"357.43MB";"10/11/2019";"Séries";"VOSTFR";"Après la mort de leur mère, les trois soeurs Mel, Maggie et Macy découvrent qu'elles sont les descendantes d'une lignée de sorcières. Entre les démons à massacrer, le patriarcat à combattre et les liens familiaux à maintenir intacts, le boulot d'une sorcière n'est jamais terminé..."
"Charmed (2018) S02E04 VOSTFR HDTV";"51";"1";"368.2MB";"10/11/2019";"Séries";"VOSTFR";"Après la mort de leur mère, les trois soeurs Mel, Maggie et Macy découvrent qu'elles sont les descendantes d'une lignée de sorcières. Entre les démons à massacrer, le patriarcat à combattre et les liens familiaux à maintenir intacts, le boulot d'une sorcière n'est jamais terminé..."
"Charmed (2018) S02E03 VOSTFR HDTV";"44";"1";"369.91MB";"10/11/2019";"Séries";"VOSTFR";"Après la mort de leur mère, les trois soeurs Mel, Maggie et Macy découvrent qu'elles sont les descendantes d'une lignée de sorcières. Entre les démons à massacrer, le patriarcat à combattre et les liens familiaux à maintenir intacts, le boulot d'une sorcière n'est jamais terminé..."
"Charmed (2018) S02E02 VOSTFR HDTV";"43";"1";"351.87MB";"10/11/2019";"Séries";"VOSTFR";"Après la mort de leur mère, les trois soeurs Mel, Maggie et Macy découvrent qu'elles sont les descendantes d'une lignée de sorcières. Entre les démons à massacrer, le patriarcat à combattre et les liens familiaux à maintenir intacts, le boulot d'une sorcière n'est jamais terminé..."
"Charmed (2018) S02E01 VOSTFR HDTV";"34";"3";"365.98MB";"10/11/2019";"Séries";"VOSTFR";"Après la mort de leur mère, les trois soeurs Mel, Maggie et Macy découvrent qu'elles sont les descendantes d'une lignée de sorcières. Entre les démons à massacrer, le patriarcat à combattre et les liens familiaux à maintenir intacts, le boulot d'une sorcière n'est jamais terminé..."
