"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"You Saison 1 FRENCH HDTV";"550";"159";"3.51GB";"26/12/2019";"Séries";"VF";"Joe, le gérant d'une librairie new-yorkaise, devient obsédé par Beck, une jeune aspirante écrivaine qui partage sa passion pour les livres et pour la poésie. Persuadé qu'ils sont faits l'un pour l'autre, il va alors se servir des réseaux sociaux pour nourrir son obsession, savoir en permanence où elle se trouve et ce qu'elle fait, et tenter de faire tomber tous les obstacles qui pourraient se dresser en travers du chemin de leur possible romance. Quitte à commettre des actes totalement fous..."
"All American S02E08 VOSTFR HDTV";"46";"0";"370.69MB";"25/12/2019";"Séries";"VOSTFR";"Spencer James, un jeune athlète issu des quartiers difficiles de la banlieue de Los Angeles, est recruté par le prestigieux Beverly Hills High, afin qu'il rejoigne l'équipe de football américain du lycée. Tout en tentant de s'adapter à ce nouvel environnement très aisé, au sein duquel il n'est pas forcément le bienvenu, Spencer débute alors une nouvelle vie, qui le mènera petit à petit, mais non sans embûches, vers son rêve : devenir footballeur professionnel."
"His Dark Materials : À la croisée des mondes S01E08 FRENCH HDTV";"234";"3";"453.32MB";"25/12/2019";"Séries";"VF";"Courageuse et futée, Lyra se retrouve embarquée dans une folle aventure dans les contrées du Nord, à la recherche de son meilleur ami disparu. Pourquoi cette jeune fille orpheline, élevée dans l'atmosphère austère et confinée du prestigieux Jordan College, fait-elle l'objet de tant d'attentions ? Serait-elle investie d'une mystérieuse mission ? Sur les traces de ravisseurs d'enfants aux motivations obscures, Lyra va faire d'étonnantes rencontres et surmonter de multiples dangers..."
"Mr.Robot S04E13 FINAL VOSTFR HDTV";"104";"7";"389.19MB";"25/12/2019";"Séries";"VOSTFR";"Elliot est un jeune programmeur anti-social qui souffre d'un trouble du comportement qui le pousse à croire qu'il ne peut rencontrer des gens qu'en les hackant. Il travaille pour une firme spécialisée dans la cyber-sécurité mais un homme connu sous le nom de Mr Robot l'approche un jour pour faire tomber une compagnie surpuissante qui fait partie de celles qu'il doit justement protéger..."
"Marvel's Runaways S03E07 VOSTFR HDTV";"57";"8";"369.58MB";"25/12/2019";"Séries";"VOSTFR";"Un groupe d’adolescents découvre lors d’une soirée que leurs parents se livrent à un sacrifice humain dans la cave de leur maison... Derrière leur association appelée Le Cercle se cache en réalité une secte aux objectifs bien mystérieux. Mais le petit groupe d’ado va également faire une étrange découverte : chacun est doté de super-pouvoirs !"
"Marvel's Runaways S03E06 VOSTFR HDTV";"64";"3";"436.48MB";"25/12/2019";"Séries";"VOSTFR";"Un groupe d’adolescents découvre lors d’une soirée que leurs parents se livrent à un sacrifice humain dans la cave de leur maison... Derrière leur association appelée Le Cercle se cache en réalité une secte aux objectifs bien mystérieux. Mais le petit groupe d’ado va également faire une étrange découverte : chacun est doté de super-pouvoirs !"
"His Dark Materials : À la croisée des mondes S01E08 FINAL VOSTFR HDTV";"179";"3";"410.94MB";"25/12/2019";"Séries";"VOSTFR";"Courageuse et futée, Lyra se retrouve embarquée dans une folle aventure dans les contrées du Nord, à la recherche de son meilleur ami disparu. Pourquoi cette jeune fille orpheline, élevée dans l'atmosphère austère et confinée du prestigieux Jordan College, fait-elle l'objet de tant d'attentions ? Serait-elle investie d'une mystérieuse mission ? Sur les traces de ravisseurs d'enfants aux motivations obscures, Lyra va faire d'étonnantes rencontres et surmonter de multiples dangers..."
"Shrill Saison 1 VOSTFR HDTV";"17";"8";"1.11GB";"25/12/2019";"Séries";"VOSTFR";"Jeune femme en surpoids, Annie veut changer de vie mais pas de corps. Dans son quotidien, elle se bat pour devenir journaliste et se retrouve confrontée à des problèmes de couple, à des parents malades et à un patron perfectionniste."
"The Resident S03E10 VOSTFR HDTV";"66";"0";"379.55MB";"25/12/2019";"Séries";"VOSTFR";"Médecin au Chastain Memorial à Atlanta, le Dr Conrad Hawkins jongle entre un patron manquant d'éthique et le bien-être de ses patients. Talentueux mais quelque peu arrogant, il n'hésite pas à contourner et dénoncer le système parfois injuste des milieux hospitaliers. Hawkins forme avec le Dr Devon Pravesh, un jeune interne fraîchement diplômé, un duo complémentaire soudé confronté chaque jour à de nombreux challenges."
"The Resident S03E09 VOSTFR HDTV";"66";"1";"360.29MB";"25/12/2019";"Séries";"VOSTFR";"Médecin au Chastain Memorial à Atlanta, le Dr Conrad Hawkins jongle entre un patron manquant d'éthique et le bien-être de ses patients. Talentueux mais quelque peu arrogant, il n'hésite pas à contourner et dénoncer le système parfois injuste des milieux hospitaliers. Hawkins forme avec le Dr Devon Pravesh, un jeune interne fraîchement diplômé, un duo complémentaire soudé confronté chaque jour à de nombreux challenges."
"The Resident S03E08 VOSTFR HDTV";"58";"1";"337.83MB";"25/12/2019";"Séries";"VOSTFR";"Médecin au Chastain Memorial à Atlanta, le Dr Conrad Hawkins jongle entre un patron manquant d'éthique et le bien-être de ses patients. Talentueux mais quelque peu arrogant, il n'hésite pas à contourner et dénoncer le système parfois injuste des milieux hospitaliers. Hawkins forme avec le Dr Devon Pravesh, un jeune interne fraîchement diplômé, un duo complémentaire soudé confronté chaque jour à de nombreux challenges."
"Mr.Robot S04E12 VOSTFR HDTV";"98";"3";"333.73MB";"25/12/2019";"Séries";"VOSTFR";"Elliot est un jeune programmeur anti-social qui souffre d'un trouble du comportement qui le pousse à croire qu'il ne peut rencontrer des gens qu'en les hackant. Il travaille pour une firme spécialisée dans la cyber-sécurité mais un homme connu sous le nom de Mr Robot l'approche un jour pour faire tomber une compagnie surpuissante qui fait partie de celles qu'il doit justement protéger..."
"Empire S06E10 VOSTFR HDTV";"233";"18";"383.94MB";"25/12/2019";"Séries";"VOSTFR";"Lucious Lyon, ancienne star du hip-hop, est devenu en l'espace d'une vingtaine d'années l'un des plus riches producteurs de disques Américains. Atteint d'une grave maladie, ses jours sont comptés. Il ne lui reste donc plus beaucoup de temps pour désigner son successeur parmi ses trois fils. Deux sont des artistes débutants, très différents mais soudés, tandis que le troisième est un homme d'affaires prêt à tout pour obtenir la position qu'il croit lui revenir de droit. Alors que la famille est sur le point de se déchirer, Cookie, la matriarche, en prison depuis 17 ans, retourne parmi les siens et sème encore un peu plus le trouble. Elle a des comptes à régler et une vengeance à assouvir."
"Reprisal S01E07 VOSTFR HDTV";"32";"0";"297.67MB";"25/12/2019";"Séries";"VOSTFR";"Une femme fatale est laissée pour morte et décide de se venger du gang d'adeptes du tuning responsable de son état."
"Perdus dans l'espace Saison 2 FRENCH HDTV";"388";"50";"2.83GB";"24/12/2019";"Séries";"VF";"La famille Robinson a été sélectionnée pour avoir la possibilité de reconstruire leur vie dans un monde meilleur. Mais lorsque les colons font face à des difficultés pour accéder à leur nouveau foyer, ils vont devoir forger de nouvelles alliances et travailler ensemble afin de pouvoir survivre dans cet environnement étranger et hostile se situant à des années-lumière de leur destination initiale."
"Perdus dans l'espace Saison 2 VOSTFR HDTV";"79";"11";"2.88GB";"24/12/2019";"Séries";"VOSTFR";"La famille Robinson a été sélectionnée pour avoir la possibilité de reconstruire leur vie dans un monde meilleur. Mais lorsque les colons font face à des difficultés pour accéder à leur nouveau foyer, ils vont devoir forger de nouvelles alliances et travailler ensemble afin de pouvoir survivre dans cet environnement étranger et hostile se situant à des années-lumière de leur destination initiale."
"Bad Mothers S01E08 FINAL FRENCH HDTV";"57";"0";"318.66MB";"23/12/2019";"Séries";"VF";"Un groupe de mères de famille s'entraident face aux défis de la vie quotidienne : travail, amour, enfants etc… Elles vont aussi devoir faire face à un meurtre…"
"Bad Mothers S01E07 FRENCH HDTV";"56";"0";"349.19MB";"23/12/2019";"Séries";"VF";"Un groupe de mères de famille s'entraident face aux défis de la vie quotidienne : travail, amour, enfants etc… Elles vont aussi devoir faire face à un meurtre…"
"Ray Donovan S07E06 VOSTFR HDTV";"82";"1";"389.35MB";"23/12/2019";"Séries";"VOSTFR";"Un spécialiste des litiges les plus compliqués, controversés et confidentiels des familles les plus aisées de Los Angeles, a bien du mal à régler ses problèmes à lui, bien souvent d'ordre familial..."
"Godfather of Harlem S01E07 VOSTFR HDTV";"54";"2";"448.01MB";"23/12/2019";"Séries";"VOSTFR";"A Harlem, dans les années 60 : la collision entre la vie criminelle de Bumpy Johnson et le combat pour les droits civiques. Un prequel au film American Gangster."
"The Rookie S02E09 VOSTFR HDTV";"88";"1";"367.03MB";"23/12/2019";"Séries";"VOSTFR";"Lorsque sa femme le quitte et que son fils part à la fac, John Nolan, la quarantaine, est à un tournant de sa vie et décide de réaliser un vieux rêve : devenir flic ! Il part vivre à Los Angeles et se retrouve, malgré son âge, un bleu parmi les bleus..."
"Les Rivières Pourpres Saison 2 FRENCH HDTV";"105";"24";"2.31GB";"23/12/2019";"Séries";"VF";NA
"La petite maison dans la prairie (Integrale) FRENCH 720p HDTV";"16";"83";"132.65GB";"23/12/2019";"Séries";"VF";"Charles Ingalls, sa femme Caroline, leurs trois filles Mary, Laura et Carrie ainsi que leur chien Jack quittent le Wisconsin pour émigrer vers l'Ouest. Un long voyage sur un modeste chariot de pionniers bâché les attend pour aller au Kansas, un vaste État aux grandes étendues de prairies verdoyantes. Cependant, après de multiples événements, ils abandonnent leur maison de rondins pour s'installer à Walnut Grove (Minnesota) au lieu-dit Plum Creek, où les terres sont fertiles. Charles va ensuite construire sa propre ferme et travaillera comme employé à la scierie du village."
"Dragon Ball Z (Integrale) MULTI BluRay 1080p HDTV";"73";"278";"180.3GB";"23/12/2019";"Séries";"VF";"Dragon Ball Z se déroule cinq ans après le mariage de Son Goku et de Chichi. Raditz, un mystérieux guerrier de l'espace, frère de Son Goku, arrive sur Terre pour retrouver Goku. Ce dernier apprend qu'il vient d'une planète de guerriers redoutables dont il ne reste plus que quatre survivants."
"Dragon Ball Super (Integrale) FRENCH BluRay 720p HDTV";"131";"176";"76.16GB";"22/12/2019";"Séries";"VF";"Six mois se sont écoulés depuis la bataille contre Boo et la paix est revenue sur Terre. Pour satisfaire les besoins de sa famille, Chi-chi contraint son mari Son Goku à travailler durement. Toutefois celui-ci ne pense qu'à s'entraîner et affronter des adversaires toujours plus puissants. Heureusement M. Satan propose d'offrir 100 millions de zénis pour aider son futur beau-frère. Or pendant ce temps, sur une planète lointaine, Beerus le dieu de la destruction émerge d'un sommeil de 39 ans après avoir aperçu en rêve un guerrier légendaire également apparu dans une ancienne prophétie. Jugeant un met peu délicieux à son goût, la divinité diabolique anéantit par caprice la moitié d'une planète et, accompagnée de son servant Whis, part en quête de ce mystérieux super saïyen divin capable de lui tenir tête et le divertir..."
"Dragon Ball GT (Integrale) FRENCH HDTV";"161";"75";"13.5GB";"22/12/2019";"Séries";"VF";"Dix années sont passées depuis la fin de Dragon Ball Z et Pilaf est de retour, s’apprêtant à formuler un vœu grâce aux boules de cristal qu’il a rassemblé. Pestant contre Goku , ce dernier se trouve rajeuni! Il doit partir maintenant pour un long voyage, accompagné de Trunks et Pan, la fille de Gohan et Videl, pour trouver les nouvelles boules qui lui permettront de retrouver sa taille adulte."
"True Blood (Integrale) VOSTFR + FRENCH 720p HDTV";"51";"40";"38.23GB";"22/12/2019";"Séries";"VF";"Ayant trouvé un substitut pour se nourrir sans tuer (du sang synthétique), les vampires vivent désormais parmi les humains. Sookie, une serveuse capable de lire dans les esprits, tombe sous le charme de Bill, un mystérieux vampire. Une rencontre qui bouleverse la vie de la jeune femme..."
"SMILF Saison 2 FRENCH HDTV";"45";"1";"1.71GB";"22/12/2019";"Séries";"VF";"A Boston, Bridgette Bird est la mère un peu paumée d'un petit garçon en bas âge. Séparée du papa, qui est en train de refaire sa vie, elle voit ses rêves se confronter à la dure réalité du célibat et du quotidien d'une jeune maman. Entre son travail et sa vie personnelle, elle tente de trouver son équilibre, aidée par sa meilleure amie et sa propre mère..."
"SMILF Saison 1 FRENCH HDTV";"77";"1";"1.96GB";"22/12/2019";"Séries";"VF";"A Boston, Bridgette Bird est la mère un peu paumée d'un petit garçon en bas âge. Séparée du papa, qui est en train de refaire sa vie, elle voit ses rêves se confronter à la dure réalité du célibat et du quotidien d'une jeune maman. Entre son travail et sa vie personnelle, elle tente de trouver son équilibre, aidée par sa meilleure amie et sa propre mère..."
"Top Boy Saison 1 FRENCH HDTV";"201";"15";"2.47GB";"22/12/2019";"Séries";"VF";"Dans un quartier de l'est de Londres, le quotidien de plusieurs jeunes impliqués dans le trafic de drogue et les gangs."
"Perdus dans l'espace Saison 1 FRENCH HDTV";"169";"33";"4.5GB";"22/12/2019";"Séries";"VF";"La famille Robinson a été sélectionnée pour avoir la possibilité de reconstruire leur vie dans un monde meilleur. Mais lorsque les nouveaux colons font face à des difficultés pour accéder à leur nouveau foyer, ils vont devoir forger de nouvelles alliances et travailler ensemble afin de pouvoir survivre dans cet environnement étranger et hostile se situant à des années lumières de leur destination initiale."
"One Piece 915 VOSTFR HDTV";"400";"2";"396.7MB";"22/12/2019";"Séries";"VOSTFR";"One Piece 915 VOSTFR HDTV"
"Marvel's Runaways S03E05 VOSTFR HDTV";"95";"1";"435.88MB";"22/12/2019";"Séries";"VOSTFR";"Un groupe d’adolescents découvre lors d’une soirée que leurs parents se livrent à un sacrifice humain dans la cave de leur maison... Derrière leur association appelée Le Cercle se cache en réalité une secte aux objectifs bien mystérieux. Mais le petit groupe d’ado va également faire une étrange découverte : chacun est doté de super-pouvoirs !"
"Shameless (US) S10E06 VOSTFR HDTV";"281";"9";"541.35MB";"22/12/2019";"Séries";"VOSTFR";"Pour les enfants Gallagher, la vie est tout sauf un long fleuve tranquille... Fiona, l'aînée, âgée de 20 ans, élève du mieux possible sa soeur et ses quatre frères. Leur mère, Monica, les a abandonnés pour refaire sa vie avec une femme. Quant à leur père, Frank, paumé, chômeur et alcoolique, il dilapide l'argent des allocations familiales... Remake de la série anglaise du même nom : Shameless."
"Reprisal S01E06 VOSTFR HDTV";"37";"1";"391.8MB";"22/12/2019";"Séries";"VOSTFR";"Une femme fatale est laissée pour morte et décide de se venger du gang d'adeptes du tuning responsable de son état."
"Hawaii 5-0 S10E11 VOSTFR HDTV";"93";"6";"309.27MB";"22/12/2019";"Séries";"VOSTFR";"Le détective Steve McGarrett se rend à Oahu pour enquêter sur l'assassinat de son père. Une fois sur place, le gouverneur le persuade de rester et rejoindre l'unité des forces spéciales, qui combat le crime à Hawaï."
"Mon oncle Charlie (Two and a Half Men) (Integrale) FRENCH WEBRIP 720p HDTV";"24";"136";"166.25GB";"22/12/2019";"Séries";"VF";"La vie d'un riche célibataire est bouleversée lorsque son frère divorcé et son neveu de 10 ans débarquent dans sa propriété de Malibu. Malgré leurs différences, les deux frères décident de co-habiter pour offrir un foyer au jeune Jake."
"Mars Saison 2 FRENCH HDTV";"53";"6";"2.36GB";"21/12/2019";"Séries";"VF";"Le vaisseau spatial Daedalus a prévu d'atterrir sur Mars au mois de novembre de l'an 2033, comprenant l'équipage de six astronautes qui va effectuer sa première tentative afin d'établir une colonie permanente sur la Planète Rouge."
"Mars Saison 1 FRENCH HDTV";"74";"6";"2.58GB";"21/12/2019";"Séries";"VF";"Le vaisseau spatial Daedalus a prévu d'atterrir sur Mars au mois de novembre de l'an 2033, comprenant l'équipage de six astronautes qui va effectuer sa première tentative afin d'établir une colonie permanente sur la Planète Rouge."
"The Crown Saison 3 FRENCH HDTV";"153";"31";"3.75GB";"21/12/2019";"Séries";"VF";"La série se concentre sur la Reine Elizabeth II, alors âgée de 25 ans et confrontée à la tâche démesurée de diriger la plus célèbre monarchie du monde tout en nouant des relations avec le légendaire premier ministre Sir Winston Churchill. L'empire britannique est en déclin, le monde politique en désarroi... une jeune femme monte alors sur le trône, à l'aube d'une nouvelle ère."
"Doctor Who Saison 11 FRENCH HDTV";"59";"13";"3.62GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Doctor Who Saison 10 FRENCH HDTV";"38";"17";"4.3GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Doctor Who Saison 9 FRENCH HDTV";"40";"20";"5.49GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Doctor Who Saison 8 FRENCH HDTV";"30";"18";"4.48GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Doctor Who Saison 7 FRENCH HDTV";"28";"15";"4.45GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Doctor Who Saison 6 FRENCH HDTV";"16";"17";"4.49GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Doctor Who Saison 5 FRENCH HDTV";"21";"17";"4.89GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Doctor Who Saison 4 FRENCH HDTV";"19";"23";"4.83GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Doctor Who Saison 3 FRENCH HDTV";"31";"14";"4.46GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Doctor Who Saison 2 FRENCH HDTV";"34";"15";"4.44GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Doctor Who Saison 1 FRENCH HDTV";"75";"26";"4.06GB";"21/12/2019";"Séries";"VF";"Extraterrestre de 900 ans, le Docteur est un aventurier qui voyage à travers le temps et l'espace à l'aide de son vaisseau, le TARDIS (Time And Relative Dimension In Space), qui, pour mieux s'adapter à l'environnement, a l'apparence d'une cabine téléphonique. Le Docteur voyage en compagnie d'une jeune fille. Ensemble, ils font de nombreuses rencontres sur les diverses planètes qu'ils explorent..."
"Marvel's The Punisher Saison 2 FRENCH HDTV";"112";"29";"4.02GB";"21/12/2019";"Séries";"VF";"Après s’être vengé de ceux responsables de la mort de sa femme et de ses enfants, Frank Castle décèle un complot qui va bien plus loin que le milieu des criminels newyorkais. Désormais connu à travers toute la ville comme The Punisher, il doit découvrir la vérité sur les injustices qui l’entourent et touchent bien plus que sa seule famille."
"Marvel's The Punisher Saison 2 VOSTFR HDTV";"20";"3";"4.02GB";"21/12/2019";"Séries";"VOSTFR";"Après s’être vengé de ceux responsables de la mort de sa femme et de ses enfants, Frank Castle décèle un complot qui va bien plus loin que le milieu des criminels newyorkais. Désormais connu à travers toute la ville comme The Punisher, il doit découvrir la vérité sur les injustices qui l’entourent et touchent bien plus que sa seule famille."
"Marvel's The Punisher Saison 1 FRENCH HDTV";"108";"31";"3.61GB";"21/12/2019";"Séries";"VF";"Après s’être vengé de ceux responsables de la mort de sa femme et de ses enfants, Frank Castle décèle un complot qui va bien plus loin que le milieu des criminels newyorkais. Désormais connu à travers toute la ville comme The Punisher, il doit découvrir la vérité sur les injustices qui l’entourent et touchent bien plus que sa seule famille."
"Marvel's The Punisher Saison 1 VOSTFR HDTV";"14";"2";"5.15GB";"21/12/2019";"Séries";"VOSTFR";"Après s’être vengé de ceux responsables de la mort de sa femme et de ses enfants, Frank Castle décèle un complot qui va bien plus loin que le milieu des criminels newyorkais. Désormais connu à travers toute la ville comme The Punisher, il doit découvrir la vérité sur les injustices qui l’entourent et touchent bien plus que sa seule famille."
"Marvel : Les Agents du S.H.I.E.L.D. S06E04 FRENCH HDTV";"316";"13";"343.29MB";"21/12/2019";"Séries";"VF";"Les aventures mouvementées des membres de la \"Strategic Homeland Intervention, Enforcement and Logistics Division, plus connue sous le nom de \"S.H.I.E.L.D.\"."
"Marvel : Les Agents du S.H.I.E.L.D. S06E03 FRENCH HDTV";"333";"13";"356.67MB";"21/12/2019";"Séries";"VF";"Les aventures mouvementées des membres de la \"Strategic Homeland Intervention, Enforcement and Logistics Division, plus connue sous le nom de \"S.H.I.E.L.D.\"."
"Marvel : Les Agents du S.H.I.E.L.D. S06E02 FRENCH HDTV";"335";"10";"317.32MB";"21/12/2019";"Séries";"VF";"Les aventures mouvementées des membres de la \"Strategic Homeland Intervention, Enforcement and Logistics Division, plus connue sous le nom de \"S.H.I.E.L.D.\"."
"Britannia S02E10 FINAL FRENCH HDTV";"153";"1";"378.85MB";"21/12/2019";"Séries";"VF";"43 ans après J.C., l'invasion romaine de ce qui va devenir le Grande-Bretagne. L'armée impériale romaine retourne écraser la Britannia, un territoire mystérieux tenu par de sauvages guerriers et de puissants druides."
"Britannia S02E09 FRENCH HDTV";"121";"0";"375.47MB";"21/12/2019";"Séries";"VF";"43 ans après J.C., l'invasion romaine de ce qui va devenir le Grande-Bretagne. L'armée impériale romaine retourne écraser la Britannia, un territoire mystérieux tenu par de sauvages guerriers et de puissants druides."
"Britannia S02E08 FRENCH HDTV";"120";"3";"379.48MB";"21/12/2019";"Séries";"VF";"43 ans après J.C., l'invasion romaine de ce qui va devenir le Grande-Bretagne. L'armée impériale romaine retourne écraser la Britannia, un territoire mystérieux tenu par de sauvages guerriers et de puissants druides."
"Britannia S02E07 FRENCH HDTV";"126";"3";"348.34MB";"21/12/2019";"Séries";"VF";"43 ans après J.C., l'invasion romaine de ce qui va devenir le Grande-Bretagne. L'armée impériale romaine retourne écraser la Britannia, un territoire mystérieux tenu par de sauvages guerriers et de puissants druides."
"Britannia S02E06 FRENCH HDTV";"102";"1";"362.16MB";"21/12/2019";"Séries";"VF";"43 ans après J.C., l'invasion romaine de ce qui va devenir le Grande-Bretagne. L'armée impériale romaine retourne écraser la Britannia, un territoire mystérieux tenu par de sauvages guerriers et de puissants druides."
"The Code S01E05 FRENCH HDTV";"201";"16";"332.1MB";"21/12/2019";"Séries";"VF";"Les cerveaux les plus brillants de l’Armée américaine font face au quotidien aux défis les plus difficiles, à l'intérieur de la salle d’audience comme à l’extérieur."
"Van Helsing S04E07 FRENCH HDTV";"135";"3";"330.81MB";"21/12/2019";"Séries";"VF";"Vanessa \"Van\" Helsing, descendante du grand Abraham Van Helsing, est ressuscitée dans un monde post-apocalyptique ravagé par des vampires assoiffés de sang. S'entourant de plusieurs alliés durant son périple, la jeune femme devra mener une véritable résistance pour permettre à la race humaine d'avoir une chance de subsister."
"Marvel's Runaways S03E04 VOSTFR HDTV";"100";"1";"545.76MB";"21/12/2019";"Séries";"VOSTFR";"Un groupe d’adolescents découvre lors d’une soirée que leurs parents se livrent à un sacrifice humain dans la cave de leur maison... Derrière leur association appelée Le Cercle se cache en réalité une secte aux objectifs bien mystérieux. Mais le petit groupe d’ado va également faire une étrange découverte : chacun est doté de super-pouvoirs !"
"Seal Team S03E09 VOSTFR HDTV";"157";"6";"332.73MB";"21/12/2019";"Séries";"VOSTFR";"Le quotidien professionnel et personnel des membres de la plus haute unité d'élite des Navy SEALs, qui s’entraînent, planifient et exécutent les missions les plus dangereuses à la demande du gouvernement américain."
"Veronica Mars Saison 3 FRENCH HDTV";"35";"6";"6.84GB";"20/12/2019";"Séries";"VF";"Veronica Mars semble être au premier abord une adolescente ordinaire. En fait, futée et courageuse, la jeune fille s'emploie à résoudre les mystères les plus enfouis que cache la petite communauté de Neptune. Et par la même occasion, elle espère élucider le scandale qui a ruiné la vie de son père..."
"Veronica Mars Saison 2 FRENCH HDTV";"40";"6";"7.54GB";"20/12/2019";"Séries";"VF";"Veronica Mars semble être au premier abord une adolescente ordinaire. En fait, futée et courageuse, la jeune fille s'emploie à résoudre les mystères les plus enfouis que cache la petite communauté de Neptune. Et par la même occasion, elle espère élucider le scandale qui a ruiné la vie de son père..."
"Veronica Mars Saison 1 FRENCH HDTV";"53";"6";"7.53GB";"20/12/2019";"Séries";"VF";"Veronica Mars semble être au premier abord une adolescente ordinaire. En fait, futée et courageuse, la jeune fille s'emploie à résoudre les mystères les plus enfouis que cache la petite communauté de Neptune. Et par la même occasion, elle espère élucider le scandale qui a ruiné la vie de son père..."
"For All Mankind Saison 1 FRENCH HDTV";"75";"10";"5.01GB";"20/12/2019";"Séries";"VF";"Imaginez un monde dans lequel la course à l'espace n'aurait jamais pris fin. Le programme spatial de la NASA est resté au coeur de la culture américaine et au plus proche des espoirs et des rêves de tout un chacun."
"For All Mankind Saison 1 VOSTFR HDTV";"41";"8";"4.76GB";"20/12/2019";"Séries";"VOSTFR";"Imaginez un monde dans lequel la course à l'espace n'aurait jamais pris fin. Le programme spatial de la NASA est resté au coeur de la culture américaine et au plus proche des espoirs et des rêves de tout un chacun."
